Order,Seasonal_Order,MSE,AIC
"(1, 1, 2)","(0, 4, 1, 4)",53.965542341156855,-7144.170779255085
"(1, 1, 2)","(0, 4, 2, 4)",1.915163463107151,-8346.113014975466
"(1, 1, 2)","(0, 4, 3, 4)",2.101673433781562,-8303.255499292824
"(1, 1, 2)","(0, 4, 4, 4)",1.9095637057848265,-8314.192119188529
"(1, 1, 2)","(1, 1, 1, 4)",0.009937968946420458,-9861.73574053578
"(1, 1, 2)","(1, 1, 2, 4)",0.009721691928907813,-9863.062952456767
"(1, 1, 2)","(1, 1, 3, 4)",0.011038069768439258,-9861.424318652644
"(1, 1, 2)","(1, 1, 4, 4)",0.01024108240077515,-9862.474468389115
"(1, 1, 2)","(1, 2, 1, 4)",0.028482406673049392,-9084.109158328924
"(1, 1, 2)","(1, 2, 2, 4)",0.016689816513948557,-9724.291879744827
"(1, 1, 2)","(1, 2, 3, 4)",0.14784153655216076,-9616.737733992613
"(1, 1, 2)","(1, 2, 4, 4)",0.013706277168486252,-9777.337858409632
"(1, 1, 2)","(1, 3, 1, 4)",2.6079759516304906,-8157.476934614175
"(1, 1, 2)","(1, 3, 2, 4)",2.325675756523292,-8111.051808066297
"(1, 1, 2)","(1, 3, 3, 4)",0.33446992267350384,-8625.235970078851
"(1, 1, 2)","(1, 3, 4, 4)",0.41931912909045543,-8629.41203618576
"(1, 1, 2)","(1, 4, 1, 4)",33.718688977937454,-7540.493152137237
"(1, 1, 2)","(1, 4, 2, 4)",4.126727055044336,-8155.987158793012
"(1, 1, 2)","(1, 4, 3, 4)",1.757499515959502,-8337.578033310007
"(1, 1, 2)","(1, 4, 4, 4)",5.462262828865378,-8172.459993495571
"(1, 1, 2)","(2, 1, 1, 4)",0.010977589037105375,-9860.043297672599
"(1, 1, 2)","(2, 1, 2, 4)",0.010092702748103966,-9861.36645686132
"(1, 1, 2)","(2, 1, 3, 4)",0.010630276308839236,-9857.767903230775
"(1, 1, 2)","(2, 1, 4, 4)",0.010354900561528388,-9859.244512490774
"(1, 1, 2)","(2, 2, 1, 4)",0.07933369696456494,-9276.632283290988
"(1, 1, 2)","(2, 2, 2, 4)",0.04097946412000191,-9072.710363851718
"(1, 1, 2)","(2, 2, 3, 4)",0.009147245692462965,-9677.562152575709
"(1, 1, 2)","(2, 2, 4, 4)",0.014233294593133324,-9766.444639425326
"(1, 1, 2)","(2, 3, 1, 4)",2.5388440884613788,-8154.878416449804
"(1, 1, 2)","(2, 3, 2, 4)",2.5937869623229437,-8154.648503015071
"(1, 1, 2)","(2, 3, 3, 4)",2.7551457780549895,-8136.253970797651
"(1, 1, 2)","(2, 3, 4, 4)",0.4670317786661274,-8653.01275859342
"(1, 1, 2)","(2, 4, 1, 4)",25.415803044461434,-7577.894653031917
"(1, 1, 2)","(2, 4, 2, 4)",31.51910566788237,-7549.169509532675
"(1, 1, 2)","(2, 4, 3, 4)",40.673859275779705,-7409.019654327686
"(1, 1, 2)","(2, 4, 4, 4)",1.7525039727344347,-8289.495319912077
"(1, 1, 2)","(3, 1, 1, 4)",0.007941594015737855,-9668.933523130514
"(1, 1, 2)","(3, 1, 2, 4)",0.01024416874670019,-9859.467007650364
"(1, 1, 2)","(3, 1, 3, 4)",0.011138685660892758,-9858.895418904125
"(1, 1, 2)","(3, 1, 4, 4)",0.009538993998126055,-9823.08211862239
"(1, 1, 2)","(3, 2, 1, 4)",0.26244523283340326,-9168.029550458159
"(1, 1, 2)","(3, 2, 2, 4)",0.08226211574587357,-9270.536371008735
"(1, 1, 2)","(3, 2, 3, 4)",0.11144075807763901,-9309.679800480604
"(1, 1, 2)","(3, 2, 4, 4)",0.04049572962274227,-9638.623772075502
"(1, 1, 2)","(3, 3, 1, 4)",1.501483884842354,-7695.663860226521
"(1, 1, 2)","(3, 3, 2, 4)",2.5522667506420573,-8153.249661643827
"(1, 1, 2)","(3, 3, 3, 4)",2.7926545635582167,-8146.149519480823
"(1, 1, 2)","(3, 3, 4, 4)",1.3383287633860443,-8375.801659044806
"(1, 1, 2)","(3, 4, 1, 4)",431.9946580417335,-6994.049762985893
"(1, 1, 2)","(3, 4, 2, 4)",22.8901863852453,-7575.735424317516
"(1, 1, 2)","(3, 4, 3, 4)",32.29081175851856,-7541.690691813766
"(1, 1, 2)","(3, 4, 4, 4)",5.843409278029581,-7686.813117137832
"(2, 0, 0)","(0, 1, 1, 4)",0.012721113269667687,-9866.155263161014
"(2, 0, 0)","(0, 1, 2, 4)",0.014270706770546135,-9861.248423268806
"(2, 0, 0)","(0, 1, 3, 4)",0.014501250518538978,-9854.34987205975
"(2, 0, 0)","(0, 1, 4, 4)",0.01793804470966247,-9841.0588488054
"(2, 0, 0)","(0, 2, 1, 4)",0.009542973817645854,-8778.931572070123
"(2, 0, 0)","(0, 2, 2, 4)",0.012880769766458286,-9789.13977203132
"(2, 0, 0)","(0, 2, 3, 4)",0.012551763551914022,-9768.311937944742
"(2, 0, 0)","(0, 2, 4, 4)",0.0066995197647212405,-9786.895637647294
"(2, 0, 0)","(0, 3, 1, 4)",0.24081290057150656,-7444.728464910013
"(2, 0, 0)","(0, 3, 2, 4)",0.2718085495017459,-8721.6354621334
"(2, 0, 0)","(0, 3, 3, 4)",0.30596259439662815,-8679.492276615945
"(2, 0, 0)","(0, 3, 4, 4)",0.21651629550275567,-8687.201763018671
"(2, 0, 0)","(0, 4, 1, 4)",2.2923960201605547,-7224.761064433888
"(2, 0, 0)","(0, 4, 2, 4)",0.4444371317434375,-8401.711504374318
"(2, 0, 0)","(0, 4, 3, 4)",1.419373964673776,-8394.156999032217
"(2, 0, 0)","(0, 4, 4, 4)",0.49823626939931326,-8519.222916871333
"(2, 0, 0)","(1, 1, 1, 4)",0.01652052551762362,-9856.970448828313
"(2, 0, 0)","(1, 1, 2, 4)",0.01053075292740877,-9867.823170553578
"(2, 0, 0)","(1, 1, 3, 4)",0.014670056319566045,-9859.768628031907
"(2, 0, 0)","(1, 1, 4, 4)",0.017016436478879286,-9836.204532329515
"(2, 0, 0)","(1, 2, 1, 4)",0.01051793911224214,-9201.485402544417
"(2, 0, 0)","(1, 2, 2, 4)",0.01581506482383514,-9773.542974030872
"(2, 0, 0)","(1, 2, 3, 4)",0.00916875734113876,-9796.067802363868
"(2, 0, 0)","(1, 2, 4, 4)",0.008647304068389488,-9791.918817363929
"(2, 0, 0)","(1, 3, 1, 4)",1.8986704571695376,-8243.099599585481
"(2, 0, 0)","(1, 3, 2, 4)",0.31898304876521194,-8313.52448038542
"(2, 0, 0)","(1, 3, 3, 4)",0.20211584852219605,-8635.414394625714
"(2, 0, 0)","(1, 3, 4, 4)",0.2560196789723608,-8707.021859989933
"(2, 0, 0)","(1, 4, 1, 4)",1.9733700671942933,-7727.776471211391
"(2, 0, 0)","(1, 4, 2, 4)",1.8927182122722523,-7689.51299146298
"(2, 0, 0)","(1, 4, 3, 4)",0.41054928136321245,-8396.499139131372
"(2, 0, 0)","(1, 4, 4, 4)",0.23260372375618635,-8436.535142191886
"(2, 0, 0)","(2, 1, 1, 4)",0.01267543606284179,-9863.684719329753
"(2, 0, 0)","(2, 1, 2, 4)",0.012317413297770304,-9845.858322703312
"(2, 0, 0)","(2, 1, 3, 4)",0.012341481642776741,-9845.708126760195
"(2, 0, 0)","(2, 1, 4, 4)",0.017315307611294174,-9792.065241639173
"(2, 0, 0)","(2, 2, 1, 4)",0.025969932607845275,-9318.504485960828
"(2, 0, 0)","(2, 2, 2, 4)",0.01318909874544635,-9248.439661547287
"(2, 0, 0)","(2, 2, 3, 4)",0.10215658423665996,-9648.32097480075
"(2, 0, 0)","(2, 2, 4, 4)",0.012288589324829796,-9769.609421581748
"(2, 0, 0)","(2, 3, 1, 4)",0.38357178011093834,-8216.047961619563
"(2, 0, 0)","(2, 3, 2, 4)",0.40221135688798143,-8271.829170018676
"(2, 0, 0)","(2, 3, 3, 4)",0.29939793503459117,-8303.893521978021
"(2, 0, 0)","(2, 3, 4, 4)",0.11495990267929053,-8790.389347706194
"(2, 0, 0)","(2, 4, 1, 4)",4.173578975383373,-7745.694600813661
"(2, 0, 0)","(2, 4, 2, 4)",2.6752964108901676,-7721.251962721342
"(2, 0, 0)","(2, 4, 3, 4)",1.5559137708469652,-7608.082533387414
"(2, 0, 0)","(2, 4, 4, 4)",0.2788861514269535,-8433.30658898557
"(2, 0, 0)","(3, 1, 1, 4)",0.020707889355282255,-9768.353350051184
"(2, 0, 0)","(3, 1, 2, 4)",0.01574824128335075,-9853.86099758221
"(2, 0, 0)","(3, 1, 3, 4)",0.016299822140863847,-9825.539885899381
"(2, 0, 0)","(3, 1, 4, 4)",0.01810533664525729,-9840.42386745736
"(2, 0, 0)","(3, 2, 1, 4)",0.08707935834553017,-9084.21348771009
"(2, 0, 0)","(3, 2, 2, 4)",0.02246466291035164,-9370.111270893625
"(2, 0, 0)","(3, 2, 3, 4)",0.015383270509498689,-9529.99152586592
"(2, 0, 0)","(3, 2, 4, 4)",0.013498310992649637,-9758.798429661863
"(2, 0, 0)","(3, 3, 1, 4)",0.3327508292025258,-8192.810744534445
"(2, 0, 0)","(3, 3, 2, 4)",0.48513230684552744,-8250.01920720438
"(2, 0, 0)","(3, 3, 3, 4)",0.3491420354660866,-8318.330606784137
"(2, 0, 0)","(3, 3, 4, 4)",0.2727620525395456,-8297.613300232506
"(2, 0, 0)","(3, 4, 1, 4)",4.310294433016931,-7578.840878541862
"(2, 0, 0)","(3, 4, 2, 4)",2.2776123626747373,-7763.020638436511
"(2, 0, 0)","(3, 4, 3, 4)",2.039380244134521,-7719.461093454753
"(2, 0, 0)","(3, 4, 4, 4)",1.6680147389398001,-7633.982241361354
"(2, 0, 1)","(0, 1, 1, 4)",0.010671955060852525,-9859.60633249013
"(2, 0, 1)","(0, 1, 2, 4)",0.01263426846920857,-9849.943251606777
"(2, 0, 1)","(0, 1, 3, 4)",0.011036457333099145,-9816.304794483372
"(2, 0, 1)","(0, 1, 4, 4)",0.011754246343980517,-9796.678691357945
"(2, 0, 1)","(0, 2, 1, 4)",0.009898225446263417,-8923.113494291423
"(2, 0, 1)","(0, 2, 2, 4)",0.018814111197081294,-9755.309853050532
"(2, 0, 1)","(0, 2, 3, 4)",0.02283295269344133,-9708.45817130738
"(2, 0, 1)","(0, 2, 4, 4)",0.016722911316585903,-9712.214778488538
"(2, 0, 1)","(0, 3, 1, 4)",7.589524509671402,-7397.54330354735
"(2, 0, 1)","(0, 3, 2, 4)",0.3642854758637915,-8632.607242445822
"(2, 0, 1)","(0, 3, 3, 4)",0.4065842975598938,-8572.190852826532
"(2, 0, 1)","(0, 3, 4, 4)",0.26946740432697275,-8857.64275891001
"(2, 0, 1)","(0, 4, 1, 4)",64.66117490826826,-7182.419628404537
"(2, 0, 1)","(0, 4, 2, 4)",2.0630536443745044,-8393.78819401246
"(2, 0, 1)","(0, 4, 3, 4)",2.002794473462578,-8368.73826548099
"(2, 0, 1)","(0, 4, 4, 4)",2.0499276893728364,-8375.069463289721
"(2, 0, 1)","(1, 1, 1, 4)",0.01382350106207364,-9846.413848268598
"(2, 0, 1)","(1, 1, 2, 4)",0.011853427404361202,-9857.462382184978
"(2, 0, 1)","(1, 1, 3, 4)",0.01212918463163889,-9778.31950668245
"(2, 0, 1)","(1, 1, 4, 4)",0.009644107298083942,-9817.011459900556
"(2, 0, 1)","(1, 2, 1, 4)",0.037430362735191326,-9095.062268129814
"(2, 0, 1)","(1, 2, 2, 4)",0.06118253103423789,-9540.024668874143
"(2, 0, 1)","(1, 2, 3, 4)",0.009172689336744344,-9765.94499248327
"(2, 0, 1)","(1, 2, 4, 4)",0.02339859265788217,-9702.481975667091
"(2, 0, 1)","(1, 3, 1, 4)",0.33798612839690045,-8403.2379949996
"(2, 0, 1)","(1, 3, 2, 4)",2.3043748407345896,-8316.040807312687
"(2, 0, 1)","(1, 3, 3, 4)",0.07117116652080788,-8750.851855116498
"(2, 0, 1)","(1, 3, 4, 4)",0.08380478859788948,-8715.58032370114
"(2, 0, 1)","(1, 4, 1, 4)",1.948649231897931,-7823.437752564025
"(2, 0, 1)","(1, 4, 2, 4)",4.7467616788590705,-7621.791198275571
"(2, 0, 1)","(1, 4, 3, 4)",0.33762454048026946,-8510.338505293108
"(2, 0, 1)","(1, 4, 4, 4)",0.24545514597709944,-8262.826345879506
"(2, 0, 1)","(2, 1, 1, 4)",0.010116917885833375,-9842.085593932443
"(2, 0, 1)","(2, 1, 2, 4)",0.010567571602310259,-9829.87756133449
"(2, 0, 1)","(2, 1, 3, 4)",0.013858353455633224,-9825.220224108129
"(2, 0, 1)","(2, 1, 4, 4)",0.00981547456455742,-9805.691234693913
"(2, 0, 1)","(2, 2, 1, 4)",0.08199827808086264,-9330.712562697241
"(2, 0, 1)","(2, 2, 2, 4)",0.01327026303055727,-9277.797764239576
"(2, 0, 1)","(2, 2, 3, 4)",0.011139691249402634,-9691.302318221962
"(2, 0, 1)","(2, 2, 4, 4)",0.01497999342390601,-9764.539978645429
"(2, 0, 1)","(2, 3, 1, 4)",0.10495009258526271,-8298.941284251185
"(2, 0, 1)","(2, 3, 2, 4)",0.31643690101754574,-8368.12694391826
"(2, 0, 1)","(2, 3, 3, 4)",0.2913231912301554,-8349.994020443699
"(2, 0, 1)","(2, 3, 4, 4)",0.09513894295329324,-8724.893060031472
"(2, 0, 1)","(2, 4, 1, 4)",1.9394566370546307,-7792.923689497239
"(2, 0, 1)","(2, 4, 2, 4)",21.727753400192547,-7711.71290233075
"(2, 0, 1)","(2, 4, 3, 4)",1.2987288314761853,-7712.782864047159
"(2, 0, 1)","(2, 4, 4, 4)",0.3990514635481172,-8321.960521952842
"(2, 0, 1)","(3, 1, 1, 4)",0.024701213931850763,-9764.939065329469
"(2, 0, 1)","(3, 1, 2, 4)",0.010526030063192925,-9802.653091939537
"(2, 0, 1)","(3, 1, 3, 4)",0.01374846897100454,-9783.524986648325
"(2, 0, 1)","(3, 1, 4, 4)",0.016652849976258002,-9814.864668230084
"(2, 0, 1)","(3, 2, 1, 4)",0.11367482568359717,-9413.337606498942
"(2, 0, 1)","(3, 2, 2, 4)",0.011754782230021285,-9398.832785153663
"(2, 0, 1)","(3, 2, 3, 4)",0.014923258116436324,-9403.774262923682
"(2, 0, 1)","(3, 2, 4, 4)",0.0120792620378469,-9643.201227161084
"(2, 0, 1)","(3, 3, 1, 4)",0.2848923676318612,-8265.10813637158
"(2, 0, 1)","(3, 3, 2, 4)",0.2814158272280315,-8376.06560350375
"(2, 0, 1)","(3, 3, 3, 4)",0.28687974920055465,-8300.150524224198
"(2, 0, 1)","(3, 3, 4, 4)",0.22749157942415482,-8290.041362289994
"(2, 0, 1)","(3, 4, 1, 4)",1.9879013949164304,-7605.094433226451
"(2, 0, 1)","(3, 4, 2, 4)",4.223337726841594,-7754.113540848785
"(2, 0, 1)","(3, 4, 3, 4)",2.025566490170808,-7739.774624471313
"(2, 0, 1)","(3, 4, 4, 4)",1.7661014689450074,-7671.566165633539
"(2, 0, 2)","(0, 1, 1, 4)",0.009274827413234798,-9865.377093772398
"(2, 0, 2)","(0, 1, 2, 4)",0.008927351488132692,-9862.900571518574
"(2, 0, 2)","(0, 1, 3, 4)",0.00916657690327311,-9860.675767040244
"(2, 0, 2)","(0, 1, 4, 4)",0.008785170269672914,-9855.811258025355
"(2, 0, 2)","(0, 2, 1, 4)",0.010732154763320885,-9200.663118059005
"(2, 0, 2)","(0, 2, 2, 4)",0.01581468992666683,-9723.85870397413
"(2, 0, 2)","(0, 2, 3, 4)",0.015217567892481612,-9704.057324873433
"(2, 0, 2)","(0, 2, 4, 4)",0.01319789189283747,-9668.71874424047
"(2, 0, 2)","(0, 3, 1, 4)",0.3252812250399857,-8078.184825348328
"(2, 0, 2)","(0, 3, 2, 4)",0.1166760186415273,-8493.195947296043
"(2, 0, 2)","(0, 3, 3, 4)",0.33277893383733503,-8372.181326771488
"(2, 0, 2)","(0, 3, 4, 4)",0.10909385368085792,-8595.016362677849
"(2, 0, 2)","(0, 4, 1, 4)",1.755184226301686,-7717.218655793656
"(2, 0, 2)","(0, 4, 2, 4)",1.604556056621243,-8359.949295384073
"(2, 0, 2)","(0, 4, 3, 4)",0.1830683752939025,-8024.562567193321
"(2, 0, 2)","(0, 4, 4, 4)",0.6509925488100079,-7880.778844316631
"(2, 0, 2)","(1, 1, 1, 4)",0.009614454768127265,-9860.873181499712
"(2, 0, 2)","(1, 1, 2, 4)",0.013817950368976878,-9854.176039692731
"(2, 0, 2)","(1, 1, 3, 4)",0.0144556657821579,-9852.63102648685
"(2, 0, 2)","(1, 1, 4, 4)",0.0139180060208834,-9849.309632398372
"(2, 0, 2)","(1, 2, 1, 4)",0.010951602732862756,-9214.546108944141
"(2, 0, 2)","(1, 2, 2, 4)",0.01994696574234587,-9160.519331566102
"(2, 0, 2)","(1, 2, 3, 4)",0.06220254411872095,-9644.32974826503
"(2, 0, 2)","(1, 2, 4, 4)",0.011744959761171883,-9547.279712658876
"(2, 0, 2)","(1, 3, 1, 4)",0.3681096228024911,-8253.014391609957
"(2, 0, 2)","(1, 3, 2, 4)",0.3347365094110853,-8169.331472392444
"(2, 0, 2)","(1, 3, 3, 4)",0.41569886541586676,-8211.487667231142
"(2, 0, 2)","(1, 3, 4, 4)",0.35894693631971747,-8238.527548791859
"(2, 0, 2)","(1, 4, 1, 4)",2.949690866265209,-7633.604769113127
"(2, 0, 2)","(1, 4, 2, 4)",1.7907313240577067,-7519.914167933658
"(2, 0, 2)","(1, 4, 3, 4)",0.46408086879806765,-8371.012834316334
"(2, 0, 2)","(1, 4, 4, 4)",0.7302984693454727,-7884.305133852444
"(2, 0, 2)","(2, 1, 1, 4)",0.009897723868807145,-9823.738493744973
"(2, 0, 2)","(2, 1, 2, 4)",0.014463418319060155,-9851.265193446976
"(2, 0, 2)","(2, 1, 3, 4)",0.013645228847501268,-9852.418442771952
"(2, 0, 2)","(2, 1, 4, 4)",0.015124070362125954,-9845.986958997157
"(2, 0, 2)","(2, 2, 1, 4)",0.023256704609976624,-9330.611930307812
"(2, 0, 2)","(2, 2, 2, 4)",0.012578427205804455,-9260.799190897147
"(2, 0, 2)","(2, 2, 3, 4)",0.012123408909457848,-9732.454219151265
"(2, 0, 2)","(2, 2, 4, 4)",0.03909139375993192,-9616.899256637818
"(2, 0, 2)","(2, 3, 1, 4)",2.1228370068959865,-8177.810890232749
"(2, 0, 2)","(2, 3, 2, 4)",0.30852337380802763,-8307.477106566457
"(2, 0, 2)","(2, 3, 3, 4)",0.3012182237046609,-8155.655663318129
"(2, 0, 2)","(2, 3, 4, 4)",0.08262104439417613,-8610.350908281453
"(2, 0, 2)","(2, 4, 1, 4)",21.77671285395517,-7649.414720211062
"(2, 0, 2)","(2, 4, 2, 4)",1.6374389044198274,-7740.526923398895
"(2, 0, 2)","(2, 4, 3, 4)",1.6976502550770083,-7562.2152569673
"(2, 0, 2)","(2, 4, 4, 4)",0.8603341581671959,-7911.83859783258
"(2, 0, 2)","(3, 1, 1, 4)",0.0119812822548506,-9756.24245616654
"(2, 0, 2)","(3, 1, 2, 4)",0.010580192021420914,-9844.178953131312
"(2, 0, 2)","(3, 1, 3, 4)",0.01420606820292578,-9848.89396658947
"(2, 0, 2)","(3, 1, 4, 4)",0.01687126573780684,-9837.557130653815
"(2, 0, 2)","(3, 2, 1, 4)",0.04752023476332983,-9392.25985053978
"(2, 0, 2)","(3, 2, 2, 4)",0.01563103818873836,-9384.246764003514
"(2, 0, 2)","(3, 2, 3, 4)",0.014336351897379857,-9358.604505218142
"(2, 0, 2)","(3, 2, 4, 4)",0.06304382093908135,-9638.462951997328
"(2, 0, 2)","(3, 3, 1, 4)",0.30016230702902263,-8198.32270052076
"(2, 0, 2)","(3, 3, 2, 4)",0.3590025609975238,-8226.412939424881
"(2, 0, 2)","(3, 3, 3, 4)",0.3221388953529768,-8307.481183829692
"(2, 0, 2)","(3, 3, 4, 4)",0.2555611521795356,-8278.593127092556
"(2, 0, 2)","(3, 4, 1, 4)",11.989139062768057,-7079.33111604274
"(2, 0, 2)","(3, 4, 2, 4)",2.014184242617142,-7744.595540455746
"(2, 0, 2)","(3, 4, 3, 4)",1.6356294627083696,-7733.273478338012
"(2, 0, 2)","(3, 4, 4, 4)",1.7941086014492096,-7570.5646732248515
"(2, 1, 0)","(0, 1, 1, 4)",0.010044381115666735,-9864.79607361992
"(2, 1, 0)","(0, 1, 2, 4)",0.010031767898186935,-9863.442159152419
"(2, 1, 0)","(0, 1, 3, 4)",0.01015751393875415,-9862.96269786162
"(2, 1, 0)","(0, 1, 4, 4)",0.01306486257148239,-9859.852093104635
"(2, 1, 0)","(0, 2, 1, 4)",0.05831911276292463,-8460.622250177219
"(2, 1, 0)","(0, 2, 2, 4)",0.015583595734836937,-9772.569890802906
"(2, 1, 0)","(0, 2, 3, 4)",0.015468548307912217,-9771.254771457343
"(2, 1, 0)","(0, 2, 4, 4)",0.015634944725830026,-9770.416543066474
"(2, 1, 0)","(0, 3, 1, 4)",8.889863314621943,-7052.689171997013
"(2, 1, 0)","(0, 3, 2, 4)",0.35538482091319296,-8618.858291434375
"(2, 1, 0)","(0, 3, 3, 4)",0.3841769042604537,-8638.469050895656
"(2, 1, 0)","(0, 3, 4, 4)",0.3144962519339365,-8704.226540526031
"(2, 1, 0)","(0, 4, 1, 4)",82.30441075455931,-6873.402664188967
"(2, 1, 0)","(0, 4, 2, 4)",1.777471189798201,-8350.715102692095
"(2, 1, 0)","(0, 4, 3, 4)",0.49198413444722744,-8209.693186253697
"(2, 1, 0)","(0, 4, 4, 4)",1.9060528382921447,-8533.326666830639
"(2, 1, 0)","(1, 1, 1, 4)",0.010056968529613122,-9863.53486431815
"(2, 1, 0)","(1, 1, 2, 4)",0.00988604830532661,-9864.953779969732
"(2, 1, 0)","(1, 1, 3, 4)",0.010224735339427995,-9863.698075032155
"(2, 1, 0)","(1, 1, 4, 4)",0.010059792479686493,-9864.516280821965
"(2, 1, 0)","(1, 2, 1, 4)",0.030050383769350424,-9022.310525780182
"(2, 1, 0)","(1, 2, 2, 4)",0.018140514224697403,-9762.410530381752
"(2, 1, 0)","(1, 2, 3, 4)",0.1291668030803113,-9645.487329378933
"(2, 1, 0)","(1, 2, 4, 4)",0.014063605594559464,-9777.554324028612
"(2, 1, 0)","(1, 3, 1, 4)",2.6007271777285714,-8159.789747673223
"(2, 1, 0)","(1, 3, 2, 4)",2.5373850423822857,-8103.716947425256
"(2, 1, 0)","(1, 3, 3, 4)",0.37472363059289326,-8635.102873271417
"(2, 1, 0)","(1, 3, 4, 4)",0.4421416811210211,-8631.387462772316
"(2, 1, 0)","(1, 4, 1, 4)",33.695389490676824,-7533.529312346043
"(2, 1, 0)","(1, 4, 2, 4)",2.230201787982117,-8197.419703556603
"(2, 1, 0)","(1, 4, 3, 4)",1.7658094819802757,-8332.158897912788
"(2, 1, 0)","(1, 4, 4, 4)",1.8633364134360992,-8315.84006667533
"(2, 1, 0)","(2, 1, 1, 4)",0.010276789205173841,-9862.765327189107
"(2, 1, 0)","(2, 1, 2, 4)",0.010080288271542759,-9864.00136103018
"(2, 1, 0)","(2, 1, 3, 4)",0.010613088158163643,-9859.819822400981
"(2, 1, 0)","(2, 1, 4, 4)",0.010488022607922549,-9861.296104245159
"(2, 1, 0)","(2, 2, 1, 4)",0.07860258108949214,-9277.10082670559
"(2, 1, 0)","(2, 2, 2, 4)",0.1274240087874588,-9150.513557418491
"(2, 1, 0)","(2, 2, 3, 4)",0.01346841808776729,-9766.483819580677
"(2, 1, 0)","(2, 2, 4, 4)",0.013097844105892703,-9767.078559702533
"(2, 1, 0)","(2, 3, 1, 4)",2.9527884238213984,-8128.202360384423
"(2, 1, 0)","(2, 3, 2, 4)",2.6095923540938224,-8154.187153274064
"(2, 1, 0)","(2, 3, 3, 4)",3.8503378558460817,-8129.790064408378
"(2, 1, 0)","(2, 3, 4, 4)",0.46050957206369186,-8671.263436436255
"(2, 1, 0)","(2, 4, 1, 4)",23.994543028303916,-7611.09022407422
"(2, 1, 0)","(2, 4, 2, 4)",31.652904774206196,-7551.505153050877
"(2, 1, 0)","(2, 4, 3, 4)",4.74721279051917,-7988.232453022868
"(2, 1, 0)","(2, 4, 4, 4)",2.3810010758581,-7837.487366802661
"(2, 1, 0)","(3, 1, 1, 4)",0.01440100737584021,-9770.03329817242
"(2, 1, 0)","(3, 1, 2, 4)",0.01063143211772526,-9864.092926015826
"(2, 1, 0)","(3, 1, 3, 4)",0.010733494189533654,-9861.049090066532
"(2, 1, 0)","(3, 1, 4, 4)",0.01114783003505244,-9823.661705650413
"(2, 1, 0)","(3, 2, 1, 4)",0.25300467717011993,-9072.228999353765
"(2, 1, 0)","(3, 2, 2, 4)",0.07946039891475543,-9274.2052893493
"(2, 1, 0)","(3, 2, 3, 4)",0.03314222777539035,-9427.116860232261
"(2, 1, 0)","(3, 2, 4, 4)",0.020343622875993034,-9734.339628022568
"(2, 1, 0)","(3, 3, 1, 4)",1.043634767953506,-7727.510831818998
"(2, 1, 0)","(3, 3, 2, 4)",2.380815038226523,-8153.416004662222
"(2, 1, 0)","(3, 3, 3, 4)",2.772150572289422,-8157.552501751282
"(2, 1, 0)","(3, 3, 4, 4)",1.374377289645288,-8174.082947713349
"(2, 1, 0)","(3, 4, 1, 4)",422.2610858046611,-7115.235432870543
"(2, 1, 0)","(3, 4, 2, 4)",25.323148571016265,-7585.739479028025
"(2, 1, 0)","(3, 4, 3, 4)",32.181818032575954,-7545.832936189321
"(2, 1, 0)","(3, 4, 4, 4)",17.153152364660322,-7657.785721074202
"(2, 1, 1)","(0, 1, 1, 4)",0.00990825403948083,-9860.95949634685
"(2, 1, 1)","(0, 1, 2, 4)",0.00975550570520518,-9860.161719114398
"(2, 1, 1)","(0, 1, 3, 4)",0.010341937396629992,-9850.742717503808
"(2, 1, 1)","(0, 1, 4, 4)",0.01328650554603708,-9856.449306280652
"(2, 1, 1)","(0, 2, 1, 4)",0.020927034638310204,-8757.170444823581
"(2, 1, 1)","(0, 2, 2, 4)",0.014753275842317901,-9765.534416068063
"(2, 1, 1)","(0, 2, 3, 4)",0.016670257264391676,-9757.876257157255
"(2, 1, 1)","(0, 2, 4, 4)",0.015676163530952004,-9751.923824625506
"(2, 1, 1)","(0, 3, 1, 4)",0.7623243353111496,-7334.252740324136
"(2, 1, 1)","(0, 3, 2, 4)",0.3376086059270499,-8628.460928166738
"(2, 1, 1)","(0, 3, 3, 4)",0.3611051275008027,-8592.02326088943
"(2, 1, 1)","(0, 3, 4, 4)",0.3256453967891132,-8731.83882167649
"(2, 1, 1)","(0, 4, 1, 4)",6.110442329214772,-7058.504738226009
"(2, 1, 1)","(0, 4, 2, 4)",1.8773439970550374,-8344.31253184133
"(2, 1, 1)","(0, 4, 3, 4)",0.7010805243241841,-8212.394843555645
"(2, 1, 1)","(0, 4, 4, 4)",2.781810275379754,-8346.489722502785
"(2, 1, 1)","(1, 1, 1, 4)",0.009730863071954332,-9859.844096459095
"(2, 1, 1)","(1, 1, 2, 4)",0.00967514102383596,-9861.322518360248
"(2, 1, 1)","(1, 1, 3, 4)",0.009886586714165759,-9859.44715776268
"(2, 1, 1)","(1, 1, 4, 4)",0.010283927327508196,-9860.107510807584
"(2, 1, 1)","(1, 2, 1, 4)",0.02443295004938174,-9095.602897310779
"(2, 1, 1)","(1, 2, 2, 4)",0.04660151355742477,-9452.800062873543
"(2, 1, 1)","(1, 2, 3, 4)",0.11302581295368722,-9686.434761515136
"(2, 1, 1)","(1, 2, 4, 4)",0.011260956322826235,-9750.267166318947
"(2, 1, 1)","(1, 3, 1, 4)",2.88180415214907,-8176.271201746078
"(2, 1, 1)","(1, 3, 2, 4)",2.3596542057073493,-8125.3845524527105
