Order,Seasonal_Order,MSE,AIC
"(3, 1, 0)","(2, 2, 4, 4)",0.015013006483516033,-9739.759548178303
"(3, 1, 0)","(2, 3, 1, 4)",2.5929918281511353,-8151.204638774563
"(3, 1, 0)","(2, 3, 2, 4)",2.632466297123713,-8154.66266795371
"(3, 1, 0)","(2, 3, 3, 4)",1.4887098855897445,-8206.150315463632
"(3, 1, 0)","(2, 3, 4, 4)",0.46230778067106765,-8662.077502691453
"(3, 1, 0)","(2, 4, 1, 4)",26.548793323162972,-7605.442111788085
"(3, 1, 0)","(2, 4, 2, 4)",32.68703849264261,-7550.242247755052
"(3, 1, 0)","(2, 4, 3, 4)",31.987750454239283,-7446.302580352698
"(3, 1, 0)","(2, 4, 4, 4)",2.527943483074375,-8261.541334332967
"(3, 1, 0)","(3, 1, 1, 4)",0.007714207165983114,-9701.165138611002
"(3, 1, 0)","(3, 1, 2, 4)",0.010530866639699129,-9861.876687712054
"(3, 1, 0)","(3, 1, 3, 4)",0.010743362187614541,-9860.650735301348
"(3, 1, 0)","(3, 1, 4, 4)",0.009890417922092318,-9862.085140211304
"(3, 1, 0)","(3, 2, 1, 4)",0.24728579622356336,-9174.563249698174
"(3, 1, 0)","(3, 2, 2, 4)",0.07824615322079347,-9272.596126157792
"(3, 1, 0)","(3, 2, 3, 4)",0.10811526086262283,-9270.485944027085
"(3, 1, 0)","(3, 2, 4, 4)",0.032180795897628275,-9701.190397806475
"(3, 1, 0)","(3, 3, 1, 4)",2.2953801758924115,-7813.353012521684
"(3, 1, 0)","(3, 3, 2, 4)",2.644412847572072,-8153.111270359322
"(3, 1, 0)","(3, 3, 3, 4)",2.7069608637632916,-8156.471870091086
"(3, 1, 0)","(3, 3, 4, 4)",1.342652519469923,-8176.349351736467
"(3, 1, 0)","(3, 4, 1, 4)",434.17861408819874,-7190.331518887562
"(3, 1, 0)","(3, 4, 2, 4)",26.30806531041079,-7556.427035994765
"(3, 1, 0)","(3, 4, 3, 4)",33.12809178695407,-7545.019985135257
"(3, 1, 0)","(3, 4, 4, 4)",8.103176540787844,-7663.1413870135775
"(3, 1, 1)","(0, 1, 1, 4)",0.010381336723141404,-9862.190898326759
"(3, 1, 1)","(0, 1, 2, 4)",0.010288630835410085,-9860.966606019616
"(3, 1, 1)","(0, 1, 3, 4)",0.01023173191984311,-9860.376533776605
"(3, 1, 1)","(0, 1, 4, 4)",0.010715200309301657,-9856.274856264052
"(3, 1, 1)","(0, 2, 1, 4)",0.028792955350899783,-8802.034515811058
"(3, 1, 1)","(0, 2, 2, 4)",0.012361086330956866,-9770.524265102611
"(3, 1, 1)","(0, 2, 3, 4)",0.015634888992404002,-9767.21332380813
"(3, 1, 1)","(0, 2, 4, 4)",0.01486177963334549,-9752.391627772333
"(3, 1, 1)","(0, 3, 1, 4)",5.745673875259469,-7434.521634495094
"(3, 1, 1)","(0, 3, 2, 4)",0.3823740613151285,-8475.931247586643
"(3, 1, 1)","(0, 3, 3, 4)",0.46583907765739535,-8551.109989961162
"(3, 1, 1)","(0, 3, 4, 4)",0.6742295493806465,-8668.367909488876
"(3, 1, 1)","(0, 4, 1, 4)",55.368170669833276,-7223.71893761727
"(3, 1, 1)","(0, 4, 2, 4)",1.860982125965164,-8359.750629869019
"(3, 1, 1)","(0, 4, 3, 4)",0.7771139131411384,-8276.243312530265
"(3, 1, 1)","(0, 4, 4, 4)",2.2734885848491646,-8332.799369918754
"(3, 1, 1)","(1, 1, 1, 4)",0.009969870373153502,-9860.64339905263
"(3, 1, 1)","(1, 1, 2, 4)",0.009755140591945197,-9860.847945465322
"(3, 1, 1)","(1, 1, 3, 4)",0.010388389089397381,-9860.56495172767
"(3, 1, 1)","(1, 1, 4, 4)",0.010428719855624987,-9861.892392056961
"(3, 1, 1)","(1, 2, 1, 4)",0.0299614422060987,-9125.415172806002
"(3, 1, 1)","(1, 2, 2, 4)",0.019738459972753353,-9700.852849829555
"(3, 1, 1)","(1, 2, 3, 4)",0.15563726623040827,-9593.362575621628
"(3, 1, 1)","(1, 2, 4, 4)",0.018445890048161655,-9760.890297251408
"(3, 1, 1)","(1, 3, 1, 4)",6.586819885448475,-8029.615610218459
"(3, 1, 1)","(1, 3, 2, 4)",4.498609122881588,-8070.214080042587
"(3, 1, 1)","(1, 3, 3, 4)",0.40204021097890213,-8626.306878569192
"(3, 1, 1)","(1, 3, 4, 4)",0.4192899589577473,-8604.509925533992
"(3, 1, 1)","(1, 4, 1, 4)",33.40695406144662,-7519.754593605829
"(3, 1, 1)","(1, 4, 2, 4)",31.328199552911098,-7642.255703917217
"(3, 1, 1)","(1, 4, 3, 4)",3.114526210997318,-8230.27670251096
"(3, 1, 1)","(1, 4, 4, 4)",3.4819080864434495,-8190.509469068314
"(3, 1, 1)","(2, 1, 1, 4)",0.00997618845966465,-9858.559076427204
"(3, 1, 1)","(2, 1, 2, 4)",0.010349607318032287,-9860.076365723557
"(3, 1, 1)","(2, 1, 3, 4)",0.010538592324620608,-9857.291659160348
"(3, 1, 1)","(2, 1, 4, 4)",0.010543068804008172,-9858.930236542375
"(3, 1, 1)","(2, 2, 1, 4)",0.07728103398138478,-9275.933282151662
"(3, 1, 1)","(2, 2, 2, 4)",0.038298082380884266,-9073.229767277186
"(3, 1, 1)","(2, 2, 3, 4)",0.034210283887279966,-9673.806223178926
"(3, 1, 1)","(2, 2, 4, 4)",0.028134235163217457,-9733.913443997535
"(3, 1, 1)","(2, 3, 1, 4)",2.8254419280415117,-8130.9039590004995
"(3, 1, 1)","(2, 3, 2, 4)",2.641038740916725,-8149.305042140489
"(3, 1, 1)","(2, 3, 3, 4)",2.964224772619292,-8188.330904563249
"(3, 1, 1)","(2, 3, 4, 4)",0.432961122296858,-8656.747777988956
"(3, 1, 1)","(2, 4, 1, 4)",35.46541882652403,-7509.475501271144
"(3, 1, 1)","(2, 4, 2, 4)",33.888310589125254,-7546.005814449733
"(3, 1, 1)","(2, 4, 3, 4)",26.42275429885702,-7663.097930878551
"(3, 1, 1)","(2, 4, 4, 4)",3.1751406278610124,-8242.296107401853
"(3, 1, 1)","(3, 1, 1, 4)",0.017533317219718493,-9607.97913498773
"(3, 1, 1)","(3, 1, 2, 4)",0.011137289169672576,-9859.814874490043
"(3, 1, 1)","(3, 1, 3, 4)",0.010826360608189001,-9858.626586654747
"(3, 1, 1)","(3, 1, 4, 4)",0.010339446419517537,-9858.481491546903
"(3, 1, 1)","(3, 2, 1, 4)",0.23390973635735354,-9174.242456455664
"(3, 1, 1)","(3, 2, 2, 4)",0.07780404936826857,-9267.603969686832
"(3, 1, 1)","(3, 2, 3, 4)",0.1805002758468514,-9218.175948836402
"(3, 1, 1)","(3, 2, 4, 4)",0.0393033410872554,-9619.043863049554
"(3, 1, 1)","(3, 3, 1, 4)",17.27895537875949,-7464.720083225562
"(3, 1, 1)","(3, 3, 2, 4)",2.535909837877012,-8149.2207693353575
"(3, 1, 1)","(3, 3, 3, 4)",2.727579427821046,-8149.292236229895
"(3, 1, 1)","(3, 3, 4, 4)",1.258915820169404,-8215.930376280714
"(3, 1, 1)","(3, 4, 1, 4)",451.15370571671747,-6784.554606106231
"(3, 1, 1)","(3, 4, 2, 4)",22.368626586252514,-7581.868517749723
"(3, 1, 1)","(3, 4, 3, 4)",33.072906069411104,-7543.444692241799
"(3, 1, 1)","(3, 4, 4, 4)",9.524749660776187,-7691.856927099716
"(3, 1, 2)","(0, 1, 1, 4)",0.010517629640871825,-9859.515052070332
"(3, 1, 2)","(0, 1, 2, 4)",0.010506569425152597,-9858.015424028765
"(3, 1, 2)","(0, 1, 3, 4)",0.011028152687269139,-9857.02053703821
"(3, 1, 2)","(0, 1, 4, 4)",0.013257432177153089,-9855.036994189959
"(3, 1, 2)","(0, 2, 1, 4)",0.01050159802202178,-9005.118565956578
"(3, 1, 2)","(0, 2, 2, 4)",0.013972315170735536,-9757.916545575494
"(3, 1, 2)","(0, 2, 3, 4)",0.015593079024937045,-9760.878717930113
"(3, 1, 2)","(0, 2, 4, 4)",0.01542857344693641,-9757.71114515229
"(3, 1, 2)","(0, 3, 1, 4)",0.25128852602587615,-7704.086151535177
"(3, 1, 2)","(0, 3, 2, 4)",0.38333455270097705,-8498.576795663845
"(3, 1, 2)","(0, 3, 3, 4)",0.20691752420933276,-8637.284803051554
"(3, 1, 2)","(0, 3, 4, 4)",0.2269602722298746,-8804.11128380799
"(3, 1, 2)","(0, 4, 1, 4)",5.316124723723344,-7436.3661452024
"(3, 1, 2)","(0, 4, 2, 4)",0.8148175060988387,-8378.945122462994
"(3, 1, 2)","(0, 4, 3, 4)",inf,inf
"(3, 1, 2)","(0, 4, 4, 4)",1.8465233520392796,-8338.512677959367
"(3, 1, 2)","(1, 1, 1, 4)",0.010446328489422233,-9858.954340790151
"(3, 1, 2)","(1, 1, 2, 4)",0.009869805837196434,-9858.408159956742
"(3, 1, 2)","(1, 1, 3, 4)",0.010233791926013385,-9859.192089457882
"(3, 1, 2)","(1, 1, 4, 4)",0.010340388519548238,-9859.808698020332
"(3, 1, 2)","(1, 2, 1, 4)",0.020289375517257662,-9171.307661770441
"(3, 1, 2)","(1, 2, 2, 4)",0.010697578853430595,-9403.213307019943
"(3, 1, 2)","(1, 2, 3, 4)",0.015121925513379864,-9657.509776599964
"(3, 1, 2)","(1, 2, 4, 4)",0.012106740178213605,-9753.612913149816
"(3, 1, 2)","(1, 3, 1, 4)",3.6702971824324706,-8079.49474069665
"(3, 1, 2)","(1, 3, 2, 4)",2.852945560273934,-8051.257449961928
"(3, 1, 2)","(1, 3, 3, 4)",0.44344743468127684,-8607.208907765342
"(3, 1, 2)","(1, 3, 4, 4)",0.40316221329118773,-8674.830609641158
"(3, 1, 2)","(1, 4, 1, 4)",38.05716267222765,-7515.498644048612
"(3, 1, 2)","(1, 4, 2, 4)",7.014821010971917,-7799.7623928992925
"(3, 1, 2)","(1, 4, 3, 4)",2.5348115194123624,-8321.135567128902
"(3, 1, 2)","(1, 4, 4, 4)",1.9845625600413797,-8104.718650548713
"(3, 1, 2)","(2, 1, 1, 4)",0.013890285723976192,-9854.270963206172
"(3, 1, 2)","(2, 1, 2, 4)",0.010161225846047816,-9857.996160767058
"(3, 1, 2)","(2, 1, 3, 4)",0.010690963360807387,-9855.22373967988
"(3, 1, 2)","(2, 1, 4, 4)",0.01052715453695121,-9856.949446647408
"(3, 1, 2)","(2, 2, 1, 4)",0.05969580675968682,-9292.039109845407
"(3, 1, 2)","(2, 2, 2, 4)",0.028519447992286173,-9121.686938208275
"(3, 1, 2)","(2, 2, 3, 4)",0.013982354921073973,-9693.543728992143
"(3, 1, 2)","(2, 2, 4, 4)",0.01638025972205554,-9765.349065130333
"(3, 1, 2)","(2, 3, 1, 4)",3.2039128205116993,-8120.571672366791
"(3, 1, 2)","(2, 3, 2, 4)",2.8005280641000887,-8137.999189886626
"(3, 1, 2)","(2, 3, 3, 4)",1.593604012569197,-8129.024538184951
"(3, 1, 2)","(2, 3, 4, 4)",0.43186383266068634,-8642.690254923034
"(3, 1, 2)","(2, 4, 1, 4)",30.14294191733743,-7567.374279562646
"(3, 1, 2)","(2, 4, 2, 4)",32.3387804188184,-7545.299548201566
"(3, 1, 2)","(2, 4, 3, 4)",46.53130277331784,-7609.296478147327
"(3, 1, 2)","(2, 4, 4, 4)",2.065550922667025,-8268.58903338917
"(3, 1, 2)","(3, 1, 1, 4)",0.012895519921508511,-9668.064255081654
"(3, 1, 2)","(3, 1, 2, 4)",0.010268706555212339,-9858.097526696418
"(3, 1, 2)","(3, 1, 3, 4)",0.01086729717475712,-9856.670771570029
"(3, 1, 2)","(3, 1, 4, 4)",0.009973119275386825,-9818.606245172896
"(3, 1, 2)","(3, 2, 1, 4)",0.13995706467494767,-9228.37894575339
"(3, 1, 2)","(3, 2, 2, 4)",0.07052176537236651,-9284.288976495074
"(3, 1, 2)","(3, 2, 3, 4)",0.028018220695429263,-9563.121929724812
"(3, 1, 2)","(3, 2, 4, 4)",0.033061019978417795,-9664.069263086287
"(3, 1, 2)","(3, 3, 1, 4)",60.86943121514217,-7580.9414650276685
"(3, 1, 2)","(3, 3, 2, 4)",2.700623676991522,-8128.363272389566
"(3, 1, 2)","(3, 3, 3, 4)",2.574527875666746,-8149.984205057362
"(3, 1, 2)","(3, 3, 4, 4)",2.671895323352495,-8145.232562925509
"(3, 1, 2)","(3, 4, 1, 4)",468.3387074042486,-6694.352023415265
"(3, 1, 2)","(3, 4, 2, 4)",23.260300543857742,-7570.202188492165
"(3, 1, 2)","(3, 4, 3, 4)",33.12072742260217,-7542.714501652736
"(3, 1, 2)","(3, 4, 4, 4)",37.3769601527852,-7607.539511177693
